country,continent,week_start,new_cases,new_deaths,new_cases_per_M,new_deaths_per_M
United Kingdom,Europe,2020-11-16,141113,3296,2090.29,48.823
United Kingdom,Europe,2020-11-23,106260,3432,1574.01,50.838
United Kingdom,Europe,2020-11-30,105190,3287,1558.16,48.69
United Kingdom,Europe,2020-12-07,138488,3216,2051.4,47.638
United Kingdom,Europe,2020-12-14,217712,3617,3224.94,53.578
United Kingdom,Europe,2020-12-21,243069,4227,3600.55,62.614
United Kingdom,Europe,2020-12-28,377718,5231,5595.08,77.486
United Kingdom,Europe,2021-01-04,422675,6625,6261.02,98.135
United Kingdom,Europe,2021-01-11,317881,8794,4708.72,130.264
United Kingdom,Europe,2021-01-18,246142,9723,3646.07,144.025
United Kingdom,Europe,2021-01-25,171875,8572,2545.96,126.976
United Kingdom,Europe,2021-02-01,130901,6655,1939.02,98.58
United Kingdom,Europe,2021-02-08,94014,5060,1392.62,74.953
United Kingdom,Europe,2021-02-15,80167,3864,1187.5,57.237
United Kingdom,Europe,2021-02-22,61484,2644,910.75,39.165
United Kingdom,Europe,2021-03-01,41508,1801,614.85,26.678
United Kingdom,Europe,2021-03-08,40316,1256,597.2,18.605
United Kingdom,Europe,2021-03-15,38162,857,565.29,12.695
United Kingdom,Europe,2021-03-22,37987,654,562.7,9.688
United Kingdom,Europe,2021-03-29,27123,428,401.77,6.34
United Kingdom,Europe,2021-04-05,20330,330,301.15,4.888
United Kingdom,Europe,2021-04-12,17336,279,256.8,4.133
United Kingdom,Europe,2021-04-19,16722,228,247.7,3.377
United Kingdom,Europe,2021-04-26,15041,151,222.8,2.237
United Kingdom,Europe,2021-05-03,14468,124,214.31,1.837
United Kingdom,Europe,2021-05-10,15509,104,229.73,1.541
United Kingdom,Europe,2021-05-17,16918,82,250.6,1.215
United Kingdom,Europe,2021-05-24,22380,83,331.51,1.229
United Kingdom,Europe,2021-05-31,33779,84,500.36,1.244
United Kingdom,Europe,2021-06-07,49979,87,740.33,1.289
United Kingdom,Europe,2021-06-14,67059,100,993.34,1.481
United Kingdom,Europe,2021-06-21,107478,133,1592.06,1.97
United Kingdom,Europe,2021-06-28,175476,168,2599.3,2.489
United Kingdom,Europe,2021-07-05,225580,253,3341.48,3.748
United Kingdom,Europe,2021-07-12,323274,328,4788.61,4.859
United Kingdom,Europe,2021-07-19,257101,515,3808.4,7.629
United Kingdom,Europe,2021-07-26,188020,573,2785.11,8.488
United Kingdom,Europe,2021-08-02,193901,651,2872.23,9.643
United Kingdom,Europe,2021-08-09,203157,650,3009.33,9.628
United Kingdom,Europe,2021-08-16,232682,738,3446.68,10.932
United Kingdom,Europe,2021-08-23,244811,852,3626.35,12.621
United Kingdom,Europe,2021-08-30,258216,921,3824.92,13.643
United Kingdom,Europe,2021-09-06,246171,1103,3646.5,16.339
United Kingdom,Europe,2021-09-13,203289,1088,3011.29,16.116
United Kingdom,Europe,2021-09-20,242060,1018,3585.6,15.079
United Kingdom,Europe,2021-09-27,235286,895,3485.26,13.258
United Kingdom,Europe,2021-10-04,254728,840,3773.25,12.443
United Kingdom,Europe,2021-10-11,305103,947,4519.45,14.028
United Kingdom,Europe,2021-10-18,329421,1040,4879.67,15.405
United Kingdom,Europe,2021-10-25,285143,1227,4223.78,18.175
United Kingdom,Europe,2021-11-01,251477,1234,3725.09,18.279
United Kingdom,Europe,2021-11-08,266098,1119,3941.67,16.576
United Kingdom,Europe,2021-11-15,295358,1023,4375.09,15.154
United Kingdom,Europe,2021-11-22,301042,940,4459.29,13.924
United Kingdom,Europe,2021-11-29,335799,941,4974.14,13.939
United Kingdom,Europe,2021-12-06,364101,940,5393.37,13.924
United Kingdom,Europe,2021-12-13,606364,876,8981.98,12.976
United Kingdom,Europe,2021-12-20,921736,855,13653.54,12.665
United Kingdom,Europe,2021-12-27,1292071,985,19139.26,14.591
United Kingdom,Europe,2022-01-03,1320332,1360,19557.88,20.145
United Kingdom,Europe,2022-01-10,723565,1648,10718.06,24.412
United Kingdom,Europe,2022-01-17,730232,1650,10816.82,24.441
United Kingdom,Europe,2022-01-24,713559,1482,10569.85,21.953
United Kingdom,Europe,2022-01-31,588540,1324,8717.96,19.612
United Kingdom,Europe,2022-02-07,420192,1037,6224.24,15.361
United Kingdom,Europe,2022-02-14,316060,947,4681.75,14.028
United Kingdom,Europe,2022-02-21,251631,845,3727.37,12.517
United Kingdom,Europe,2022-02-28,277241,796,4106.73,11.791
United Kingdom,Europe,2022-03-07,437488,778,6480.45,11.524
United Kingdom,Europe,2022-03-14,581248,951,8609.94,14.087
United Kingdom,Europe,2022-03-21,606372,1176,8982.1,17.42
United Kingdom,Europe,2022-03-28,478671,1272,7090.48,18.842
United Kingdom,Europe,2022-04-04,299046,1426,4429.72,21.123
United Kingdom,Europe,2022-04-11,209920,1340,3109.51,19.849
United Kingdom,Europe,2022-04-18,146688,1137,2172.87,16.842
United Kingdom,Europe,2022-04-25,94269,904,1396.39,13.391
United Kingdom,Europe,2022-05-02,73460,712,1088.15,10.547
United Kingdom,Europe,2022-05-09,60338,592,893.78,8.769
United Kingdom,Europe,2022-05-16,52075,441,771.38,6.532
United Kingdom,Europe,2022-05-23,42463,346,629.0,5.125
United Kingdom,Europe,2022-05-30,44731,266,662.59,3.94
United Kingdom,Europe,2022-06-06,74352,258,1101.37,3.822
United Kingdom,Europe,2022-06-13,96164,299,1424.46,4.429
United Kingdom,Europe,2022-06-20,130271,380,1929.69,5.629
United Kingdom,Europe,2022-06-27,160214,513,2373.23,7.599
United Kingdom,Europe,2022-07-04,195623,679,2897.73,10.058
United Kingdom,Europe,2022-07-11,166429,873,2465.29,12.932
United Kingdom,Europe,2022-07-18,110346,1067,1634.54,15.805
United Kingdom,Europe,2022-07-25,74614,852,1105.25,12.621
United Kingdom,Europe,2022-08-01,56953,649,843.64,9.614
United Kingdom,Europe,2022-08-08,45624,636,675.82,9.421
United Kingdom,Europe,2022-08-15,35449,530,525.1,7.851
United Kingdom,Europe,2022-08-22,29390,425,435.35,6.295
United Kingdom,Europe,2022-08-29,29213,383,432.73,5.673
United Kingdom,Europe,2022-09-05,28943,324,428.73,4.799
United Kingdom,Europe,2022-09-12,31812,305,471.23,4.518
United Kingdom,Europe,2022-09-19,42707,320,632.61,4.74
United Kingdom,Europe,2022-09-26,53755,417,796.26,6.177
United Kingdom,Europe,2022-10-03,67496,617,999.81,9.14
United Kingdom,Europe,2022-10-10,60442,751,895.32,11.124
United Kingdom,Europe,2022-10-17,52930,778,784.04,11.524
United Kingdom,Europe,2022-10-24,37668,725,557.97,10.739
United Kingdom,Europe,2022-10-31,28331,625,419.66,9.258
United Kingdom,Europe,2022-11-07,23756,471,351.89,6.977
United Kingdom,Europe,2022-11-14,21872,398,323.99,5.896
United Kingdom,Europe,2022-11-21,22911,387,339.38,5.733
United Kingdom,Europe,2022-11-28,26105,374,386.69,5.54
United Kingdom,Europe,2022-12-05,31048,450,459.91,6.666
United Kingdom,Europe,2022-12-12,41009,522,607.46,7.732
United Kingdom,Europe,2022-12-19,48639,763,720.48,11.302
United Kingdom,Europe,2022-12-26,41644,971,616.87,14.383
United Kingdom,Europe,2023-01-02,33390,951,494.6,14.087
United Kingdom,Europe,2023-01-09,19533,817,289.34,12.102
United Kingdom,Europe,2023-01-16,14136,679,209.39,10.058
United Kingdom,Europe,2023-01-23,16501,529,244.43,7.836
United Kingdom,Europe,2023-01-30,21190,493,313.88,7.303
United Kingdom,Europe,2023-02-06,23225,475,344.03,7.036
United Kingdom,Europe,2023-02-13,27956,495,414.11,7.332
United Kingdom,Europe,2023-02-20,27843,519,412.43,7.688
United Kingdom,Europe,2023-02-27,27238,582,403.47,8.621
United Kingdom,Europe,2023-03-06,29418,665,435.76,9.851
United Kingdom,Europe,2023-03-13,33341,713,493.88,10.562
United Kingdom,Europe,2023-03-20,31649,739,468.81,10.947
United Kingdom,Europe,2023-03-27,25172,691,372.87,10.236
United Kingdom,Europe,2023-04-03,16894,605,250.25,8.962
United Kingdom,Europe,2023-04-10,14917,550,220.96,8.147
United Kingdom,Europe,2023-04-17,12823,520,189.95,7.703
United Kingdom,Europe,2023-04-24,11492,406,170.23,6.014
United Kingdom,Europe,2023-05-01,0,0,0.0,0.0
United States,North America,2019-12-30,0,0,0.0,0.0
United States,North America,2020-01-06,0,0,0.0,0.0
United States,North America,2020-01-13,0,0,0.0,0.0
United States,North America,2020-01-20,7,0,0.02,0.0
United States,North America,2020-01-27,2,0,0.01,0.0
United States,North America,2020-02-03,11,0,0.03,0.0
United States,North America,2020-02-10,4,0,0.01,0.0
United States,North America,2020-02-17,16,0,0.05,0.0
United States,North America,2020-02-24,33,1,0.1,0.003
United States,North America,2020-03-02,391,18,1.16,0.053
United States,North America,2020-03-09,3465,50,10.24,0.148
United States,North America,2020-03-16,27486,305,81.25,0.902
United States,North America,2020-03-23,94894,1732,280.51,5.12
United States,North America,2020-03-30,176151,6642,520.71,19.634
United States,North America,2020-04-06,219172,13889,647.88,41.057
United States,North America,2020-04-13,196150,15898,579.83,46.995
United States,North America,2020-04-20,205165,14899,606.48,44.042
United States,North America,2020-04-27,198436,13635,586.59,40.306
United States,North America,2020-05-04,182246,12758,538.73,37.713
United States,North America,2020-05-11,169032,10130,499.67,29.945
United States,North America,2020-05-18,166325,8558,491.66,25.298
United States,North America,2020-05-25,146436,6810,432.87,20.131
United States,North America,2020-06-01,149780,5987,442.76,17.698
United States,North America,2020-06-08,151876,5370,448.95,15.874
United States,North America,2020-06-15,180021,4455,532.15,13.169
United States,North America,2020-06-22,258278,6081,763.48,17.976
United States,North America,2020-06-29,342166,4451,1011.46,13.157
United States,North America,2020-07-06,392205,5529,1159.38,16.344
United States,North America,2020-07-13,466267,6666,1378.31,19.705
United States,North America,2020-07-20,467901,7726,1383.14,22.838
United States,North America,2020-07-27,431250,8146,1274.79,24.08
United States,North America,2020-08-03,375909,7799,1111.2,23.054
United States,North America,2020-08-10,362662,7404,1072.05,21.887
United States,North America,2020-08-17,315788,6677,933.48,19.738
United States,North America,2020-08-24,294946,6343,871.87,18.75
United States,North America,2020-08-31,295253,5705,872.78,16.864
United States,North America,2020-09-07,245621,4977,726.07,14.712
United States,North America,2020-09-14,280977,5176,830.58,15.3
United States,North America,2020-09-21,304774,4776,900.93,14.118
United States,North America,2020-09-28,298348,4687,881.93,13.855
United States,North America,2020-10-05,334249,4615,988.06,13.642
United States,North America,2020-10-12,387634,4801,1145.86,14.192
United States,North America,2020-10-19,449438,5723,1328.56,16.917
United States,North America,2020-10-26,559394,6096,1653.59,18.02
United States,North America,2020-11-02,790094,7204,2335.55,21.295
United States,North America,2020-11-09,1004845,8717,2970.37,25.768
United States,North America,2020-11-16,1175483,10820,3474.78,31.984
United States,North America,2020-11-23,1162401,11950,3436.11,35.325
United States,North America,2020-11-30,1280932,14801,3786.49,43.752
United States,North America,2020-12-07,1468482,17714,4340.9,52.363
United States,North America,2020-12-14,1517928,18866,4487.06,55.769
United States,North America,2020-12-21,1360122,18333,4020.58,54.193
United States,North America,2020-12-28,1380995,19650,4082.28,58.086
United States,North America,2021-01-04,1667151,21497,4928.17,63.546
United States,North America,2021-01-11,1589955,23312,4699.98,68.911
United States,North America,2021-01-18,1265861,22495,3741.94,66.496
United States,North America,2021-01-25,1068625,22249,3158.9,65.769
United States,North America,2021-02-01,857250,20100,2534.07,59.417
United States,North America,2021-02-08,670572,19838,1982.24,58.642
United States,North America,2021-02-15,473485,14432,1399.64,42.662
United States,North America,2021-02-22,465751,13360,1376.78,39.493
United States,North America,2021-03-01,420739,10446,1243.72,30.879
United States,North America,2021-03-08,384000,8559,1135.12,25.301
United States,North America,2021-03-15,379551,6264,1121.97,18.517
United States,North America,2021-03-22,417818,6111,1235.09,18.064
United States,North America,2021-03-29,449960,5352,1330.1,15.821
United States,North America,2021-04-05,455950,4903,1347.81,14.493
United States,North America,2021-04-12,467217,4875,1381.11,14.411
United States,North America,2021-04-19,406095,4721,1200.44,13.955
United States,North America,2021-04-26,338407,4493,1000.35,13.282
United States,North America,2021-05-03,292324,4451,864.12,13.157
United States,North America,2021-05-10,233350,3973,689.79,11.744
United States,North America,2021-05-17,181609,3624,536.84,10.713
United States,North America,2021-05-24,147811,3534,436.94,10.447
United States,North America,2021-05-31,99112,2675,292.98,7.907
United States,North America,2021-06-07,99565,2624,294.32,7.757
United States,North America,2021-06-14,80627,1762,238.34,5.209
United States,North America,2021-06-21,87637,2101,259.06,6.211
United States,North America,2021-06-28,97037,1717,286.85,5.076
United States,North America,2021-07-05,286510,1509,846.94,4.461
United States,North America,2021-07-12,222579,1931,657.95,5.708
United States,North America,2021-07-19,359027,2084,1061.3,6.16
United States,North America,2021-07-26,547086,2927,1617.21,8.652
United States,North America,2021-08-02,743056,4453,2196.51,13.163
United States,North America,2021-08-09,886464,5637,2620.43,16.663
United States,North America,2021-08-16,1019966,8055,3015.07,23.811
United States,North America,2021-08-23,1094890,10183,3236.54,30.101
United States,North America,2021-08-30,1144251,11709,3382.46,34.612
United States,North America,2021-09-06,1022570,12085,3022.76,35.724
United States,North America,2021-09-13,1037454,13590,3066.76,40.173
United States,North America,2021-09-20,852294,13384,2519.42,39.564
United States,North America,2021-09-27,755688,12992,2233.85,38.405
United States,North America,2021-10-04,681984,11684,2015.98,34.538
United States,North America,2021-10-11,582237,10462,1721.12,30.926
United States,North America,2021-10-18,508543,11091,1503.28,32.785
United States,North America,2021-10-25,526186,8915,1555.43,26.353
United States,North America,2021-11-01,510211,7407,1508.21,21.895
United States,North America,2021-11-08,557180,7529,1647.05,22.256
United States,North America,2021-11-15,676876,10276,2000.88,30.376
United States,North America,2021-11-22,592394,5690,1751.14,16.82
United States,North America,2021-11-29,751017,8304,2220.04,24.547
United States,North America,2021-12-06,834969,8586,2468.21,25.381
United States,North America,2021-12-13,899109,9065,2657.81,26.797
United States,North America,2021-12-20,1417419,11001,4189.95,32.519
United States,North America,2021-12-27,2712038,9146,8016.91,27.036
United States,North America,2022-01-03,4682897,11716,13842.85,34.633
United States,North America,2022-01-10,5650933,14380,16704.41,42.508
United States,North America,2022-01-17,5042888,16308,14907.0,48.207
United States,North America,2022-01-24,3789262,18403,11201.23,54.4
United States,North America,2022-01-31,2188710,18654,6469.93,55.142
United States,North America,2022-02-07,1222112,17550,3612.62,51.879
United States,North America,2022-02-14,708156,15372,2093.34,45.44
United States,North America,2022-02-21,458272,13046,1354.67,38.565
United States,North America,2022-02-28,332509,9678,982.91,28.609
United States,North America,2022-03-07,234332,8606,692.7,25.44
United States,North America,2022-03-14,208740,3245,617.04,9.592
United States,North America,2022-03-21,193469,4991,571.9,14.754
United States,North America,2022-03-28,194464,4172,574.84,12.333
United States,North America,2022-04-04,201192,3467,594.73,10.249
United States,North America,2022-04-11,247939,3123,732.92,9.232
United States,North America,2022-04-18,300721,2443,888.94,7.222
United States,North America,2022-04-25,378549,2242,1119.01,6.627
United States,North America,2022-05-02,465658,2641,1376.51,7.807
United States,North America,2022-05-09,604955,1966,1788.27,5.812
United States,North America,2022-05-16,734495,2081,2171.2,6.152
United States,North America,2022-05-23,740720,2629,2189.6,7.771
United States,North America,2022-05-30,675627,1979,1997.18,5.85
United States,North America,2022-06-06,741044,2284,2190.56,6.752
United States,North America,2022-06-13,672256,2202,1987.22,6.509
United States,North America,2022-06-20,709637,2501,2097.72,7.393
United States,North America,2022-06-27,773772,2642,2287.3,7.81
United States,North America,2022-07-04,743769,2454,2198.61,7.254
United States,North America,2022-07-11,888229,2785,2625.64,8.233
United States,North America,2022-07-18,908695,3187,2686.14,9.421
United States,North America,2022-07-25,947983,3113,2802.28,9.202
United States,North America,2022-08-01,788051,3261,2329.51,9.64
United States,North America,2022-08-08,701618,3442,2074.01,10.175
United States,North America,2022-08-15,644925,3231,1906.43,9.551
United States,North America,2022-08-22,610329,3221,1804.16,9.521
United States,North America,2022-08-29,580363,3090,1715.58,9.134
United States,North America,2022-09-05,449509,2625,1328.77,7.76
United States,North America,2022-09-12,406901,2899,1202.82,8.57
United States,North America,2022-09-19,368725,2705,1089.97,7.996
United States,North America,2022-09-26,321234,2982,949.58,8.815
United States,North America,2022-10-03,280584,2560,829.42,7.567
United States,North America,2022-10-10,251280,2274,742.79,6.722
United States,North America,2022-10-17,283734,2955,838.73,8.735
United States,North America,2022-10-24,255156,3081,754.25,9.108
United States,North America,2022-10-31,267304,2463,790.16,7.281
United States,North America,2022-11-07,282897,2290,836.26,6.769
United States,North America,2022-11-14,274984,2202,812.87,6.509
United States,North America,2022-11-21,300171,2619,887.32,7.742
United States,North America,2022-11-28,302599,1763,894.5,5.212
United States,North America,2022-12-05,462223,3035,1366.35,8.972
United States,North America,2022-12-12,446014,2652,1318.44,7.839
United States,North America,2022-12-19,508009,3033,1501.7,8.966
United States,North America,2022-12-26,392203,2480,1159.37,7.331
United States,North America,2023-01-02,471714,2764,1394.41,8.171
United States,North America,2023-01-09,448092,4407,1324.58,13.027
United States,North America,2023-01-16,308025,3664,910.54,10.831
United States,North America,2023-01-23,294867,3743,871.64,11.064
United States,North America,2023-01-30,285402,3452,843.66,10.204
United States,North America,2023-02-06,278228,3440,822.45,10.169
United States,North America,2023-02-13,254372,2857,751.94,8.445
United States,North America,2023-02-20,267168,2362,789.76,6.982
United States,North America,2023-02-27,227828,2197,673.47,6.494
United States,North America,2023-03-06,170593,1887,504.28,5.578
United States,North America,2023-03-13,126613,1741,374.27,5.146
United States,North America,2023-03-20,152968,2084,452.18,6.16
United States,North America,2023-03-27,176358,1746,521.32,5.161
United States,North America,2023-04-03,103472,1729,305.87,5.111
United States,North America,2023-04-10,104057,1290,307.6,3.813
United States,North America,2023-04-17,98467,1198,291.07,3.541
United States,North America,2023-04-24,86484,1046,255.65,3.092
United States,North America,2023-05-01,0,0,0.0,0.0
